SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,Displacement_mm,Strain_micro,PorePressure_kPa,SeismicVibration_mm/s,SUBDIVISION_clean,latitude_rain,longitude_rain,latitude,longitude,dem_latitude,dem_longitude,dem_elevation,dem_slope,dem_aspect,crack_density,debris_entropy,debris_contrast,debris_homogeneity,vegetation_green_ratio,rockfall_risk
CHHATTISGARH,1986,23.3,45.7,10.0,11.5,8.7,361.9,367.9,321.0,98.7,61.9,33.9,24.1,1368.6,69.0,30.2,1149.5,119.9,13.10890261,136.5151374,61.98104141,2.063385301,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.041147917,1.523340693,985.391447,0.957034407,0.6864875,1
CHHATTISGARH,1987,9.2,9.3,7.9,2.4,22.1,81.0,409.9,264.8,214.0,82.5,37.5,2.2,1142.8,18.5,32.4,969.7,122.2,9.860492958,98.79770542,49.84562951,2.376665586,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020827083,5.768547882,458.2024771,0.098564938,0.1638375,0
CHHATTISGARH,1988,0.7,25.1,6.2,22.7,8.8,219.7,375.0,351.1,167.8,28.7,0.4,0.1,1206.3,25.8,37.7,1113.6,29.2,15.53287315,152.9104383,55.07795717,1.332086577,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.03931875,5.860676661,516.3674374,0.135931703,0.679964583,1
CHHATTISGARH,1989,0.1,0.0,10.5,1.0,8.9,226.8,372.1,353.7,173.9,10.4,5.2,24.6,1187.2,0.1,20.4,1126.5,40.2,10.15845581,100.350936,45.70204072,2.923830001,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.04198125,5.67354268,859.140342,0.157741374,0.70755,1
CHHATTISGARH,1990,0.5,18.5,9.2,7.4,122.3,293.6,393.9,375.9,268.2,143.6,9.4,1.4,1643.8,19.0,138.9,1331.5,154.4,15.32690644,152.4269659,74.3368208,2.154337647,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020664583,3.574620271,71.84867389,0.572887481,0.161545833,1
CHHATTISGARH,1991,10.6,1.6,9.2,3.7,4.7,143.8,446.2,411.2,135.1,37.9,9.3,7.6,1220.8,12.2,17.5,1136.2,54.9,12.61677806,129.1860093,80.52963111,2.233227986,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.019466667,4.969015104,304.0165888,0.17595171,0.163060417,1
CHHATTISGARH,1992,0.1,0.3,0.5,1.9,5.4,137.1,401.3,419.1,180.0,7.9,3.0,0.0,1156.6,0.4,7.8,1137.5,10.9,9.161700948,98.49006582,65.18655144,1.951405228,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020825,1.230447084,137.7965596,0.95002042,0.17020625,0
CHHATTISGARH,1993,0.0,5.3,7.1,4.7,10.0,167.2,351.0,299.5,298.6,60.1,1.9,0.0,1205.3,5.3,21.7,1116.3,61.9,11.26163858,114.41479,69.52404177,2.009629484,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.040689583,2.725462915,125.8734153,0.90029339,0.6880625,1
CHHATTISGARH,1994,3.5,8.4,0.0,5.2,9.1,413.4,575.7,447.7,212.0,76.9,2.7,0.0,1754.5,11.8,14.3,1648.8,79.6,18.17990652,187.7344536,99.49708787,1.925858431,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.0371125,5.311595458,177.6421789,0.357057712,0.716389583,1
CHHATTISGARH,1995,43.5,2.6,24.0,5.2,24.9,119.5,478.3,356.0,137.7,69.6,11.2,8.2,1280.7,46.1,54.1,1091.4,89.1,12.14127919,116.5888432,82.37634564,2.508897985,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020014583,5.421412314,545.0227023,0.13316168,0.167922917,1
CHHATTISGARH,1996,11.1,5.6,3.6,4.8,2.2,195.2,352.4,429.4,156.8,25.0,0.8,0.2,1187.0,16.7,10.6,1133.8,26.0,11.68322628,114.7591103,41.63577449,1.996035706,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.0392125,2.127698713,450.0507465,0.948791387,0.680391667,0
CHHATTISGARH,1997,6.3,0.1,2.2,45.7,7.2,153.8,384.6,414.7,167.5,30.2,51.4,53.5,1317.2,6.4,55.1,1120.6,135.1,12.11333578,117.5118451,53.56116885,2.383525109,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020541667,1.197620142,50.72550042,0.951113816,0.16141875,0
CHHATTISGARH,1998,64.9,11.2,27.3,11.9,16.4,156.2,356.0,259.6,288.3,93.1,47.8,0.0,1332.5,76.0,55.6,1060.1,140.9,10.29605938,104.5328168,58.58776339,1.783076238,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.03938125,2.156897195,582.0127606,0.944569037,0.685179167,1
CHHATTISGARH,1999,0.0,3.1,0.1,0.0,31.5,222.5,310.0,408.7,253.7,91.2,1.3,0.6,1322.6,3.1,31.6,1194.9,93.0,13.86918642,136.8970723,61.43270204,2.097820264,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.042675,2.144581133,560.6213344,0.945099067,0.682804167,1
CHHATTISGARH,2000,2.6,0.0,0.6,1.5,9.3,180.7,322.4,215.6,169.1,4.3,0.2,0.1,906.3,2.6,11.4,887.8,4.6,12.57286614,129.3775261,42.30930609,1.598039828,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.0209125,4.033499451,82.97969558,0.569776497,0.172064583,0
CHHATTISGARH,2001,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0.0,1600.1,1.1,48.7,1458.8,91.6,16.03780326,155.7230241,75.53522447,2.608264116,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.044539583,2.337195623,202.8367306,0.903639746,0.694360417,1
CHHATTISGARH,2002,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9,990.2,46.4,47.5,809.3,86.9,10.35252823,103.7404372,51.70308913,1.58312638,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.04269375,6.029474318,645.8710717,0.122462239,0.67780625,1
CHHATTISGARH,2003,3.7,17.7,12.1,2.6,0.7,128.7,446.6,519.7,384.1,157.6,5.8,14.9,1694.3,21.4,15.5,1479.1,178.2,18.32844551,186.7187447,85.06795391,1.837510278,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020077083,5.630938079,371.1341806,0.114458783,0.167295833,1
CHHATTISGARH,2004,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1,1144.5,54.5,31.1,1014.3,44.6,8.906339007,78.73687619,49.99665205,7.531641593,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020754167,4.894707353,59.1585342,0.386185464,0.16529375,0
CHHATTISGARH,2005,57.6,15.6,6.1,6.5,16.4,197.0,393.8,267.7,240.5,83.5,1.6,1.0,1287.2,73.2,29.0,1099.0,86.1,16.27702932,173.3784497,42.60451223,1.823024306,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.03784375,6.318219635,642.8109445,0.067911247,0.164210417,1
CHHATTISGARH,2006,2.7,0.0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7,1317.7,2.7,66.8,1219.0,29.1,13.58165759,134.4008165,55.95631295,2.361247885,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.020870833,5.848088506,687.5676084,0.094977351,0.167395833,1
CHHATTISGARH,2007,0.0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2.0,0.5,1281.2,15.7,28.0,1167.2,70.3,16.0757138,150.6319384,58.56761347,1.841671118,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.03244375,6.379610357,609.0376439,0.066200498,0.166033333,1
CHHATTISGARH,2008,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0.0,1108.5,16.4,42.9,1037.4,11.8,9.618934009,96.97980958,52.95420563,2.696962265,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.02061875,4.988319274,135.6540284,0.296823213,0.170835417,0
CHHATTISGARH,2009,1.2,0.0,2.3,1.9,11.2,45.3,455.0,247.1,104.7,43.6,42.5,1.9,956.6,1.2,15.4,852.0,88.0,13.20212385,132.1884558,36.53332541,1.590762457,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.02095,4.951143355,62.00662636,0.375488194,0.169560417,0
CHHATTISGARH,2010,7.9,4.9,1.0,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.6,1306.6,12.8,19.4,1172.2,102.1,14.61631099,145.753638,60.42193534,2.084688735,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.040747917,6.076623117,66.2954754,0.293506658,0.689754167,1
CHHATTISGARH,2011,0.3,11.5,2.6,35.0,16.8,183.5,272.6,379.8,382.2,15.5,0.0,2.8,1302.7,11.8,54.4,1218.2,18.3,14.13308017,146.2867573,53.82512612,1.612107005,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.039325,2.132957497,560.4546205,0.948098631,0.685591667,1
CHHATTISGARH,2012,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5.0,1377.4,41.5,25.4,1265.4,45.1,14.24204891,146.1577139,67.61180648,2.210486391,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.042420833,2.261598437,809.6895663,0.922339275,0.680883333,1
CHHATTISGARH,2013,2.8,19.7,4.9,45.8,5.7,263.6,418.8,336.6,140.9,180.9,0.3,0.0,1420.0,22.5,56.4,1159.9,181.2,13.70294276,138.5188086,60.26908672,1.992025137,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.04086875,2.223629339,186.251937,0.906879782,0.6985375,1
CHHATTISGARH,2014,2.3,29.0,21.4,17.3,25.0,104.9,416.7,327.7,252.7,77.9,2.6,1.1,1278.7,31.3,63.7,1102.1,81.6,15.18806332,154.1314113,55.44595344,1.922468978,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.019889583,0.906385423,336.7157173,0.973782985,0.166022917,0
CHHATTISGARH,2015,15.8,1.2,21.2,37.0,13.0,257.6,248.6,286.6,216.9,17.7,0.6,1.5,1117.6,17.0,71.2,1009.7,19.7,11.45671974,114.0454051,42.79315869,2.594237483,CHHATTISGARH,21.25,81.63,21.25,81.63,8,81.0,55,72.65393471,231.3401917,0.040702083,2.738652629,117.3517494,0.902122765,0.677420833,0
COASTAL ANDHRA PRADESH,1901,18.8,80.9,7.2,28.7,68.7,77.7,113.0,133.7,125.3,173.4,164.8,1.5,993.8,99.7,104.6,449.7,339.8,6.003860593,68.91606017,48.15499304,1.672829064,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.016814583,1.366150394,18.19211426,0.938656164,0.157147917,0
COASTAL ANDHRA PRADESH,1902,2.0,0.0,2.8,23.9,37.6,72.6,144.5,236.1,204.5,262.0,50.4,27.1,1063.6,2.0,64.4,657.7,339.5,8.401627077,76.62029067,44.5155223,2.293257579,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.03811875,3.122654323,83.68391993,0.869178464,0.693070833,0
COASTAL ANDHRA PRADESH,1903,0.8,13.3,0.2,6.2,73.4,154.0,248.6,258.0,216.5,159.1,173.9,12.1,1316.2,14.2,79.8,877.1,345.1,12.7903085,128.6013433,74.87784267,1.615520044,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.01993125,5.042228871,619.8821059,0.160877661,0.16796875,1
COASTAL ANDHRA PRADESH,1904,1.3,0.0,5.4,3.0,136.3,107.8,120.2,117.7,116.8,240.9,0.0,10.7,860.2,1.3,144.7,462.6,251.6,9.221997966,92.54510282,47.06850267,2.0563426,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.039452083,5.77305659,602.3322519,0.151118968,0.68104375,0
COASTAL ANDHRA PRADESH,1905,1.1,16.7,68.0,37.0,68.8,84.4,64.6,210.8,170.2,66.0,7.4,0.0,795.2,17.8,173.8,530.1,73.4,7.838823022,82.45463225,39.06148132,1.402212336,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.0207625,3.964891437,60.40949541,0.5817802,0.166391667,0
COASTAL ANDHRA PRADESH,1906,3.9,23.5,9.9,2.3,11.0,252.6,155.8,241.1,126.9,92.1,21.5,80.8,1021.5,27.4,23.2,776.4,194.5,12.65294158,122.3101464,43.10014503,1.668741427,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.06603125,6.349487814,613.2628315,0.065597095,0.16274375,1
COASTAL ANDHRA PRADESH,1907,0.6,3.0,38.9,80.9,18.9,224.5,119.7,118.2,94.7,37.0,52.4,29.1,817.9,3.6,138.7,557.2,118.4,4.276796272,34.04959971,44.70020305,1.958928477,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.040902083,2.737884049,140.8443349,0.902808027,0.686164583,0
COASTAL ANDHRA PRADESH,1908,54.1,1.3,1.7,7.2,40.9,57.2,120.9,162.0,320.9,73.9,2.1,0.0,842.3,55.5,49.8,661.1,75.9,8.710175873,87.88587381,49.02200889,2.907324584,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.042414583,5.904867753,603.6132152,0.093244453,0.164460417,1
COASTAL ANDHRA PRADESH,1909,1.3,1.3,0.2,112.2,34.0,109.7,154.2,193.1,169.8,13.4,3.1,75.2,867.6,2.6,146.5,626.8,91.7,5.040041549,51.80656795,44.80688412,2.050401935,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.044314583,2.780747193,154.1891493,0.89990549,0.689354167,0
COASTAL ANDHRA PRADESH,1910,0.9,2.4,0.2,31.9,22.6,179.6,222.2,204.5,216.8,286.4,87.2,0.0,1254.6,3.3,54.7,823.0,373.6,14.06542459,148.102243,78.76701855,2.827334158,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.0408125,2.697867149,85.59373436,0.906110834,0.672183333,1
COASTAL ANDHRA PRADESH,1911,0.0,0.0,10.3,14.4,31.2,150.5,158.1,76.2,160.4,119.7,77.6,21.0,819.5,0.0,56.0,545.1,218.4,8.006082571,73.70901548,45.57137318,2.110161646,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.044010417,2.773762286,208.7170621,0.900302342,0.694847917,0
COASTAL ANDHRA PRADESH,1912,0.0,9.6,4.8,15.2,33.6,55.9,217.9,230.1,188.7,86.1,61.7,0.0,903.6,9.6,53.6,692.5,147.9,9.875219944,104.5256683,54.31607218,1.806457878,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.041125,3.159783376,105.8856818,0.869821295,0.693204167,0
COASTAL ANDHRA PRADESH,1913,0.0,12.9,0.5,3.3,68.2,129.0,166.9,124.3,119.5,206.7,7.2,2.4,841.0,12.9,72.1,539.7,216.3,6.682234079,78.65941261,43.38565416,2.769678261,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.113825,7.049656082,1049.888057,0.056063466,0.69264375,1
COASTAL ANDHRA PRADESH,1914,0.0,10.9,5.8,73.0,77.7,171.7,157.4,178.5,292.4,22.8,17.8,5.1,1013.2,10.9,156.6,800.0,45.7,12.69092986,125.0204742,57.41664453,2.218508811,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.098964583,6.56408693,1053.006779,0.085510652,0.704833333,1
COASTAL ANDHRA PRADESH,1915,21.1,17.9,53.3,44.8,63.5,177.3,134.8,226.5,170.5,228.8,208.8,0.0,1347.4,39.0,161.7,709.1,437.7,15.55744933,149.1197822,59.40218767,1.678639203,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.044535417,2.804445328,157.3335926,0.895929798,0.691360417,1
COASTAL ANDHRA PRADESH,1916,0.2,5.1,0.5,16.3,43.9,157.9,282.1,197.1,166.2,355.9,126.0,0.1,1351.2,5.3,60.7,803.3,481.9,14.67908861,144.7560142,62.97601637,2.23528573,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.020735417,3.302679968,123.434093,0.630119471,0.17124375,0
COASTAL ANDHRA PRADESH,1917,1.1,25.1,14.9,16.4,105.5,201.4,142.4,215.8,219.6,216.0,126.5,5.0,1289.6,26.3,136.7,779.2,347.4,12.63696551,126.4396799,67.97363553,1.853702625,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.037197917,5.33186294,161.3734821,0.350489595,0.723260417,1
COASTAL ANDHRA PRADESH,1918,25.1,2.5,9.5,13.0,79.6,109.4,107.4,130.9,149.6,30.8,111.7,8.5,778.0,27.6,102.0,497.4,151.0,8.939714571,92.21608508,42.32099482,1.005482902,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.03775625,2.615768536,112.3813178,0.874236348,0.69860625,0
COASTAL ANDHRA PRADESH,1919,41.3,22.9,10.4,23.6,70.0,111.2,194.8,118.6,161.8,194.5,183.6,8.7,1141.4,64.2,104.0,586.4,386.8,10.00021486,97.04517499,62.14611823,2.46798658,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.019414583,5.17378718,376.8760279,0.15459086,0.16446875,1
COASTAL ANDHRA PRADESH,1920,9.6,23.8,4.7,25.1,78.4,83.0,71.6,124.9,113.6,176.5,12.2,0.0,723.5,33.3,108.2,393.2,188.7,8.946111318,97.23710585,47.17892892,2.547467028,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.0469125,6.696365694,878.4011947,0.075212625,0.6793375,1
COASTAL ANDHRA PRADESH,1921,52.3,0.1,0.1,35.3,11.2,97.6,204.6,168.0,228.7,192.6,24.7,0.0,1015.0,52.4,46.5,698.9,217.2,13.44896179,128.9169563,36.50028828,2.918971015,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.038589583,6.042866247,122.2624374,0.236461392,0.680704167,1
COASTAL ANDHRA PRADESH,1922,10.9,0.0,0.0,5.3,35.8,103.3,145.6,132.6,117.5,128.0,174.0,0.2,853.3,10.9,41.1,499.0,302.3,10.67422112,98.04618544,32.92047452,2.211071846,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.103658333,6.476157895,901.808015,0.063172816,0.170272917,1
COASTAL ANDHRA PRADESH,1923,0.2,58.3,13.5,14.9,39.1,44.3,128.8,53.4,260.6,267.5,245.6,0.1,1126.4,58.5,67.5,487.1,513.2,9.80479506,103.5815027,58.61572641,1.875638288,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.0373125,5.895611966,50.28093411,0.31324961,0.67761875,1
COASTAL ANDHRA PRADESH,1924,3.7,6.2,0.6,8.8,66.1,66.2,111.6,197.6,349.8,131.0,240.3,0.0,1182.0,9.9,75.6,725.1,371.4,12.54283463,114.0552412,51.85636368,2.417494714,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.03765,5.945807767,73.3474437,0.316881597,0.689166667,1
COASTAL ANDHRA PRADESH,1925,2.9,0.1,5.6,40.2,196.4,151.4,197.8,223.9,103.4,262.6,46.1,8.1,1238.5,3.0,242.2,676.5,316.8,9.798716912,96.96652028,95.70268241,2.424910183,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.020841667,1.205361645,68.59323186,0.951222425,0.1628375,0
COASTAL ANDHRA PRADESH,1926,13.7,7.7,78.7,57.1,36.4,72.4,191.4,173.3,162.8,76.7,0.5,0.0,870.7,21.4,172.2,599.9,77.2,9.851780622,114.1062119,48.69219619,2.819140592,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.041325,4.755961764,93.94842577,0.57266973,0.69910625,0
COASTAL ANDHRA PRADESH,1927,14.1,8.4,18.5,6.3,40.0,196.4,172.4,197.2,157.0,66.1,176.5,0.0,1053.0,22.6,64.8,723.1,242.6,11.43120683,114.2518505,51.86669151,10.12266388,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.037829167,2.166532559,205.193774,0.910138012,0.697,1
COASTAL ANDHRA PRADESH,1928,0.0,2.8,1.4,55.1,31.0,88.7,189.0,136.4,208.2,385.9,2.2,0.7,1101.3,2.8,87.4,622.2,388.8,7.273367321,67.12983496,49.91030727,1.917210514,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.04081875,2.742155953,119.9088553,0.901923254,0.698391667,0
COASTAL ANDHRA PRADESH,1929,2.7,37.4,1.5,19.7,41.0,190.0,78.3,138.4,146.3,173.1,5.3,25.4,859.1,40.2,62.2,553.0,203.8,6.267432312,62.3873358,38.15337717,1.64222779,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.037729167,2.995164681,58.17446205,0.88106476,0.685158333,0
COASTAL ANDHRA PRADESH,1930,0.5,32.4,6.6,23.2,117.3,189.6,112.4,133.0,136.7,284.1,181.9,5.1,1222.7,32.9,147.1,571.6,471.1,11.66072221,116.3532181,61.43640661,2.268731043,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.019720833,0.890386272,563.2492702,0.974719118,0.16679375,0
COASTAL ANDHRA PRADESH,1931,0.5,0.4,5.2,8.8,46.9,142.2,177.7,120.5,231.7,388.8,164.0,0.3,1287.1,0.8,60.9,672.2,553.1,12.26928051,123.4960548,65.47481933,1.225869166,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.06866875,6.3973046,1073.87151,0.09602401,0.7039625,1
COASTAL ANDHRA PRADESH,1932,0.0,53.2,0.1,20.8,47.2,79.6,203.3,122.3,147.8,117.2,180.0,0.1,971.5,53.2,68.0,553.0,297.2,7.296046129,76.2717762,44.00800855,2.388043686,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.041983333,5.87413301,184.8091597,0.259304362,0.695689583,0
COASTAL ANDHRA PRADESH,1933,4.1,0.0,6.8,23.3,88.0,106.0,187.1,135.6,193.0,251.3,67.3,24.8,1087.3,4.2,118.0,621.7,343.4,11.65095746,111.3140187,51.63347753,2.293917561,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.020870833,1.207888892,78.09777731,0.951055874,0.16355625,0
COASTAL ANDHRA PRADESH,1934,0.0,0.2,0.6,19.9,21.7,100.5,202.2,207.5,131.5,116.2,80.6,3.2,884.2,0.2,42.3,641.7,200.1,9.344947218,101.8872125,57.65284575,2.292535101,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.037839583,2.567144245,83.84544621,0.877121397,0.7292875,0
COASTAL ANDHRA PRADESH,1935,1.2,0.1,4.2,24.7,10.5,94.6,158.9,122.6,191.8,141.0,1.6,0.0,751.1,1.3,39.4,567.8,142.6,7.122461736,72.45018878,51.40004963,2.069112618,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.0354625,5.926835287,63.06761885,0.234890938,0.668933333,0
COASTAL ANDHRA PRADESH,1936,8.7,127.1,5.8,22.4,145.2,162.7,211.9,188.3,123.9,233.4,91.2,8.1,1328.7,135.7,173.4,686.8,332.7,11.775417,121.3881402,68.9553398,2.766489124,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.02094375,1.222713242,129.5250792,0.95032265,0.168758333,0
COASTAL ANDHRA PRADESH,1937,0.0,71.8,15.2,86.3,30.3,59.3,172.5,153.7,108.7,185.2,8.9,0.2,892.2,71.8,131.9,494.2,194.3,11.01941425,107.0533955,31.19740273,2.435996733,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.02066875,1.426489651,41.11507089,0.933230587,0.1596875,0
COASTAL ANDHRA PRADESH,1938,0.1,31.9,7.6,3.5,82.6,158.9,161.3,176.1,294.2,115.2,174.4,0.4,1206.2,32.0,93.7,790.5,290.0,15.37281423,160.1600529,65.69503157,1.696461404,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.020841667,1.456815256,66.31768974,0.93139189,0.164833333,0
COASTAL ANDHRA PRADESH,1939,3.0,0.0,29.7,19.7,11.3,80.2,138.7,121.9,150.1,416.7,95.8,3.2,1070.3,3.0,60.7,490.9,515.8,9.735877032,96.07350828,69.05782442,1.705410475,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.037247917,5.535298178,120.4947248,0.334043408,0.6961375,0
COASTAL ANDHRA PRADESH,1940,0.2,5.3,65.6,15.0,202.1,120.3,157.4,186.6,122.1,106.3,75.8,12.4,1069.0,5.4,282.6,586.4,194.5,9.465666166,96.04442422,67.14781102,1.560163093,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.067272917,6.333188855,995.9250626,0.101520107,0.70954375,1
COASTAL ANDHRA PRADESH,1941,2.6,13.8,4.1,8.2,58.5,192.7,83.0,97.4,184.1,266.4,107.8,7.8,1026.5,16.4,70.8,557.3,382.0,11.24741533,107.8086229,58.66925853,2.275641666,COASTAL ANDHRA PRADESH,16.51,80.64,16.51,80.64,8,80.63888889,154,72.65393471,231.3401917,0.040916667,2.215603445,205.9604483,0.907668657,0.698008333,1
